mesh_ui,canonical,synonym
D000001,Calcimycin,calcimycin
D000001,Calcimycin,a-23187
D000002,Temefos,difos
D000002,Temefos,temefos
D000002,Temefos,abate
D000017,ABO Blood-Group System,abo blood-group system
D000017,ABO Blood-Group System,blood group h type 1 antigen
D000017,ABO Blood-Group System,abo factors
D000019,Abortifacient Agents,abortifacient effect
D000019,Abortifacient Agents,abortifacient agents
D000020,"Abortifacient Agents, Nonsteroidal","abortifacient agents, nonsteroidal"
D000021,"Abortifacient Agents, Steroidal","abortifacient agents, steroidal"
D000036,Abrin,abrin c
D000036,Abrin,abrin a
D000036,Abrin,abrin
D000040,Abscisic Acid,"abscisic acid, (e,e)-(+-)-isomer"
D000040,Abscisic Acid,"abscisic acid, (z,e)-isomer"
D000040,Abscisic Acid,"abscisic acid monoammonium salt, (r)-isomer"
D000040,Abscisic Acid,"abscisic acid, (e,z)-(+,-)-isomer"
D000040,Abscisic Acid,"abscisic acid, (+,-)-isomer"
D000040,Abscisic Acid,abscisic acid
D000040,Abscisic Acid,"abscisic acid, (r)-isomer"
D000070,Acebutolol,acebutolol
D000070,Acebutolol,prent
D000070,Acebutolol,neptal
D000070,Acebutolol,apo-acebutolol
D000070,Acebutolol,sectral
D000070,Acebutolol,rhotral
D000070,Acebutolol,acebutolol hydrochloride
D000070,Acebutolol,m&b-17803 a
D000070,Acebutolol,novo-acebutolol
D000072,Acedapsone,rodilone
D000072,Acedapsone,hansolar
D000072,Acedapsone,acedapsone
D000073,Acenaphthenes,acenaphthenes
D000074,Acenocoumarol,sinthrome
D000074,Acenocoumarol,syncumar
D000074,Acenocoumarol,sintrom
D000074,Acenocoumarol,acenocoumarol
D000074,Acenocoumarol,synthrom
D000074,Acenocoumarol,sinkumar
D000074,Acenocoumarol,syncoumar
D000075,Acepromazine,plegicil
D000075,Acepromazine,acepromazine
D000075,Acepromazine,acepromazine maleate
D000075,Acepromazine,calmivet
D000075,Acepromazine,vetranquil
D000079,Acetaldehyde,acetaldehyde
D000080,Acetals,acetals
D000081,Acetamides,acetamides
D000082,Acetaminophen,acetaminophen
D000082,Acetaminophen,anacin-3
D000082,Acetaminophen,tylenol
D000082,Acetaminophen,acephen
D000082,Acetaminophen,acetaco
D000082,Acetaminophen,datril
D000082,Acetaminophen,panadol
D000082,Acetaminophen,acamol
D000082,Acetaminophen,algotropyl
D000083,Acetanilides,acetanilides
D000084,Acetate Kinase,acetate kinase
D000085,Acetates,acetic acid esters
D000085,Acetates,acetic acids
D000085,Acetates,acetates
D000086,Acetazolamide,"acetazolamide sodium, (sterile)"
D000086,Acetazolamide,edemox
D000086,Acetazolamide,"acetazolamide, monosodium salt"
D000086,Acetazolamide,diamox
D000086,Acetazolamide,ak-zol
D000086,Acetazolamide,acetazolamide
D000086,Acetazolamide,glauconox
D000086,Acetazolamide,acetazolam
D000086,Acetazolamide,glaupax
D000086,Acetazolamide,huma-zolamide
D000086,Acetazolamide,apo-acetazolamide
D000086,Acetazolamide,défiltran
D000086,Acetazolamide,diacarb
D000086,Acetazolamide,acetadiazol
D000086,Acetazolamide,diuramide
D000089,Acetic Anhydrides,acetic anhydrides
D000090,Acetoacetates,acetoacetates
D000092,Acetohexamide,gamadiabet
D000092,Acetohexamide,acetohexamide
D000092,Acetohexamide,dymelor
D000093,Acetoin,acetoin
D000094,Acetoin Dehydrogenase,diacetyl reductase ((s)-acetoin forming)
D000094,Acetoin Dehydrogenase,acetoin dehydrogenase
D000094,Acetoin Dehydrogenase,diacetyl reductase ((r)-acetoin forming)
D000095,Acetolactate Synthase,acetohydroxyacid synthetase i
D000095,Acetolactate Synthase,acetoxyhydroxyacid synthase iii
D000095,Acetolactate Synthase,acetolactate synthase
D000096,Acetone,acetone
D000097,Acetonitriles,acetonitriles
D000098,Acetophenones,acetophenones
D000099,Acetoxyacetylaminofluorene,acetoxyacetylaminofluorene
D000100,Acetrizoic Acid,visotrast 400
D000100,Acetrizoic Acid,acetrizoate sodium
D000100,Acetrizoic Acid,jodopax
D000100,Acetrizoic Acid,triiotrast
D000100,Acetrizoic Acid,salpix
D000100,Acetrizoic Acid,acetrizoic acid
D000100,Acetrizoic Acid,visotrast 300
D000101,Acetyl-CoA C-Acetyltransferase,acetyl-coa c-acetyltransferase
D000102,Acetyl-CoA C-Acyltransferase,acetyl-coa c-acyltransferase
D000103,Acetyl-CoA Carboxylase,acetyl-coa carboxylase
D000104,Acetyl-CoA Hydrolase,acetyl-coa hydrolase
D000105,Acetyl Coenzyme A,acetyl coenzyme a
D000106,Acetate-CoA Ligase,acetate-coa ligase
D000108,Acetylcarnitine,alcar
D000108,Acetylcarnitine,medosan
D000108,Acetylcarnitine,acetylcarnitine
D000108,Acetylcarnitine,branigen
D000108,Acetylcarnitine,"acetylcarnitine, (r)-isomer"
D000109,Acetylcholine,acetylcholine iodide
D000109,Acetylcholine,acetylcholine fluoride
D000109,Acetylcholine,acetylcholine sulfate (1:1)
D000109,Acetylcholine,acetylcholine chloride
D000109,Acetylcholine,acetilcolina cusi
D000109,Acetylcholine,acetylcholine l-tartrate
D000109,Acetylcholine,acetylcholine bromide
D000109,Acetylcholine,acetylcholine
D000109,Acetylcholine,miochol
D000109,Acetylcholine,acetylcholine perchlorate
D000109,Acetylcholine,acetylcholine hydroxide
D000109,Acetylcholine,acetylcholine picrate (1:1)
D000110,Acetylcholinesterase,acetylthiocholinesterase
D000110,Acetylcholinesterase,acetylcholinesterase
D000111,Acetylcysteine,eurespiran
D000111,Acetylcysteine,fluprowit
D000111,Acetylcysteine,broncho-fips
D000111,Acetylcysteine,jenacystein
D000111,Acetylcysteine,bisolvon nac
D000111,Acetylcysteine,mucosil
D000111,Acetylcysteine,mucosolvin
D000111,Acetylcysteine,acetylcystein al
D000111,Acetylcysteine,"acetylcysteine, monoammonium salt"
D000111,Acetylcysteine,acetylcysteine
D000111,Acetylcysteine,solmucol
D000111,Acetylcysteine,acebraus
D000111,Acetylcysteine,hoestil
D000111,Acetylcysteine,lindocetyl
D000111,Acetylcysteine,acetylcysteine zinc
D000111,Acetylcysteine,alveolex
D000111,Acetylcysteine,azubronchin
D000111,Acetylcysteine,broncoclar
D000111,Acetylcysteine,codotussyl
D000111,Acetylcysteine,durabronchal
D000111,Acetylcysteine,broncholysin
D000111,Acetylcysteine,acetylcystein trom
D000111,Acetylcysteine,ilube
D000111,Acetylcysteine,siccoral
D000111,Acetylcysteine,acetylcystein atid
D000111,Acetylcysteine,acetabs
D000111,Acetylcysteine,acétylcystéine gnr
D000111,Acetylcysteine,mucomyst
D000111,Acetylcysteine,cystamucil
D000111,Acetylcysteine,fabrol
D000111,Acetylcysteine,"acetylcysteine, (d)-isomer"
D000111,Acetylcysteine,acetylcystein heumann
D000111,Acetylcysteine,muciteran
D000111,Acetylcysteine,fluimucil
D000111,Acetylcysteine,acemuc
D000111,Acetylcysteine,acetyst
D000111,Acetylcysteine,acetylcysteine sodium
D000111,Acetylcysteine,"acetylcysteine, (dl)-isomer"
D000111,Acetylcysteine,acetylcysteine hydrochloride
D000111,Acetylcysteine,exomuc
D000111,Acetylcysteine,frekatuss
D000111,Acetylcysteine,mentopin acetylcystein
D000111,Acetylcysteine,lantamed
D000111,Acetylcysteine,m-pectil
D000111,Acetylcysteine,dampo mucopect
D000111,Acetylcysteine,airbron
D000112,Acetyldigitoxins,digitoxin monoacetate
D000112,Acetyldigitoxins,acetyldigitoxins
D000112,Acetyldigitoxins,alpha-acetyldigitoxin
D000112,Acetyldigitoxins,acetyldigitoxin
D000112,Acetyldigitoxins,adicin
D000112,Acetyldigitoxins,acedoxin
D000113,Acetyldigoxins,kardiamed
D000113,Acetyldigoxins,gladixol n
D000113,Acetyldigoxins,acetyldigoxins
D000113,Acetyldigoxins,digoxin didier
D000113,Acetyldigoxins,alpha-acetyldigoxin
D000113,Acetyldigoxins,novodigal
D000113,Acetyldigoxins,beta-acetyldigoxin
D000113,Acetyldigoxins,digostada
D000113,Acetyldigoxins,stillacor
D000113,Acetyldigoxins,glycotop
D000113,Acetyldigoxins,digotab
D000113,Acetyldigoxins,digox von ct
D000113,Acetyldigoxins,longdigox
D000114,Acetylene,acetylene
D000115,Acetylesterase,acetylesterase
D000116,Acetylgalactosamine,acetylgalactosamine
D000117,Acetylglucosamine,n-acetyl-d-glucosamine
D000117,Acetylglucosamine,n-acetylglucosamine
D000117,Acetylglucosamine,acetylglucosamine
D000118,Acetylglucosaminidase,acetylglucosaminidase
D000119,Acetylmuramyl-Alanyl-Isoglutamine,acetylmuramyl-alanyl-isoglutamine
D000119,Acetylmuramyl-Alanyl-Isoglutamine,mur-nac-l-ala-d-isogln
D000120,Acecainide,acecainide
D000120,Acecainide,acecainide hydrochloride
D000121,Acetylserotonin O-Methyltransferase,acetylserotonin o-methyltransferase
D000122,Acetylthiocholine,acetylthiocholine
D000123,Acetyltransferases,acetyltransferases
D000135,Acid Phosphatase,acid phosphatase
D000135,Acid Phosphatase,acid beta-glycerophosphatase
D000143,Acids,acids
D000144,"Acids, Acyclic","acids, acyclic"
D000145,"Acids, Aldehydic","acids, aldehydic"
D000146,"Acids, Carbocyclic","acids, carbocyclic"
D000147,"Acids, Heterocyclic","acids, heterocyclic"
D000148,"Acids, Noncarboxylic","acids, noncarboxylic"
D000149,Acidulated Phosphate Fluoride,acidulated phosphate fluoride
D000154,Aconitate Hydratase,aconitate hydratase
D000156,Aconitic Acid,citridic acid
D000156,Aconitic Acid,citridinic acid
D000156,Aconitic Acid,aconitic acid
D000156,Aconitic Acid,equisetic acid
D000156,Aconitic Acid,achilleic acid
D000156,Aconitic Acid,pyrocitric acid
D000156,Aconitic Acid,aconitate
D000156,Aconitic Acid,carboxyglutaconic acid
D000157,Aconitine,aconitine
D000161,Acoustic Stimulation,acoustic stimulation
D000165,Acridine Orange,acridine orange
D000165,Acridine Orange,basic orange 3rn
D000165,Acridine Orange,c.i. basic orange 14
D000165,Acridine Orange,"n,n,n',n'-tetramethyl-3,6-acridinediamine hydrochloride"
D000165,Acridine Orange,c.i. 46005
D000166,Acridines,acridines
D000167,Acriflavine,acriflavine
D000171,Acrolein,aqualin
D000171,Acrolein,acrolein
D000175,Acronine,acronine
D000176,Acrosin,m beta-acrosin
D000176,Acrosin,acrosin
D000178,Acrylamides,acrylamides
D000179,Acrylates,acrylates
D000180,Acrylic Resins,acrylic resins
D000181,Acrylonitrile,acrylonitrile
D000183,Actihaemyl,s 1021
D000183,Actihaemyl,actihaemyl
D000185,Actinin,beta-actinin
D000185,Actinin,actinin
D000185,Actinin,eu-actinin
D000185,Actinin,alpha-actinin
D000186,Actinium,actinium
D000198,Spectinomycin,spectinomycin hydrochloride
D000198,Spectinomycin,"spectinomycin dihydrochloride, pentahydrate"
D000198,Spectinomycin,"spectinomycin dihydrochloride, anhydrous"
D000198,Spectinomycin,spectam
D000198,Spectinomycin,trobicin
D000198,Spectinomycin,ferkel spectam
D000198,Spectinomycin,kempi
D000198,Spectinomycin,stanilo
D000198,Spectinomycin,adspec
D000198,Spectinomycin,spectinomycin
D000198,Spectinomycin,salmosan-t
D000198,Spectinomycin,prospec
D000199,Actins,alpha-actin
D000199,Actins,n-actin
D000199,Actins,isoactin
D000199,Actins,actins
D000199,Actins,f-actin
D000199,Actins,gamma-actin
D000199,Actins,g-actin
D000199,Actins,alpha-isoactin
D000199,Actins,beta-actin
D000203,Activities of Daily Living,"limitation of activity, chronic"
D000203,Activities of Daily Living,activities of daily living
D000205,Actomyosin,actomyosin
D000209,Acute-Phase Proteins,acute-phase glycoproteins
D000209,Acute-Phase Proteins,acute-phase proteins
D000212,Acyclovir,avirax
D000212,Acyclovir,herpotern
D000212,Acyclovir,virolex
D000212,Acyclovir,acyclo-v
D000212,Acyclovir,isavir
D000212,Acyclovir,acyclovir sodium
D000212,Acyclovir,aci-sanorania
D000212,Acyclovir,virmen
D000212,Acyclovir,zovirax
D000212,Acyclovir,virax-puren
D000212,Acyclovir,wellcome-248u
D000212,Acyclovir,acipen solutab
D000212,Acyclovir,opthavir
D000212,Acyclovir,acivir
D000212,Acyclovir,zyclir
D000212,Acyclovir,zoliparin
D000212,Acyclovir,virherpes
D000212,Acyclovir,vipral
D000212,Acyclovir,aciclovir alonga
D000212,Acyclovir,activir
D000212,Acyclovir,acyclovir
D000212,Acyclovir,virzin
D000212,Acyclovir,laciken
D000212,Acyclovir,cicloferon
D000212,Acyclovir,clonorax
D000212,Acyclovir,maynar
D000212,Acyclovir,milavir
D000212,Acyclovir,acic
D000212,Acyclovir,aciclobeta
D000212,Acyclovir,viclovir
D000212,Acyclovir,aciclostad
D000212,Acyclovir,herpofug
D000212,Acyclovir,acifur
D000212,Acyclovir,antiherpes creme
D000212,Acyclovir,supraviran
D000212,Acyclovir,genvir
D000212,Acyclovir,herpoviric
D000212,Acyclovir,cusiviral
D000212,Acyclovir,mapox
D000212,Acyclovir,virupos
D000212,Acyclovir,herpetad
D000213,Acyl Carrier Protein,acyl carrier protein
D000213,Acyl Carrier Protein,myristoyl-acp
D000214,Acyl Coenzyme A,acyl coenzyme a
D000216,N-Acylneuraminate Cytidylyltransferase,n-acylneuraminate cytidylyltransferase
D000217,Acyltransferases,acyltransferases
D000218,Adamantane,adamantane
D000225,Adenine,adenine
D000226,"Mitochondrial ADP, ATP Translocases","mitochondrial adp, atp translocases"
D000226,"Mitochondrial ADP, ATP Translocases",adenine nucleotide translocase
D000227,Adenine Nucleotides,adenine nucleotides
D000228,Adenine Phosphoribosyltransferase,adenine phosphoribosyltransferase
D000241,Adenosine,adenosine
D000241,Adenosine,adenoscan
D000241,Adenosine,adenocard
D000242,Cyclic AMP,"cyclic amp, disodium salt"
D000242,Cyclic AMP,"cyclic amp, monopotassium salt"
D000242,Cyclic AMP,cyclic amp
D000242,Cyclic AMP,"cyclic amp, sodium salt"
D000242,Cyclic AMP,"cyclic amp, (r)-isomer"
D000242,Cyclic AMP,"cyclic amp, monoammonium salt"
D000242,Cyclic AMP,"cyclic amp, monosodium salt"
D000243,Adenosine Deaminase,adenosine deaminase
D000244,Adenosine Diphosphate,adenosine diphosphate
D000244,Adenosine Diphosphate,magnesium adp
D000245,Adenosine Diphosphate Glucose,adenosine diphosphate glucose
D000246,Adenosine Diphosphate Ribose,adenosine diphosphate ribose
D000247,Adenosine Diphosphate Sugars,adenosine diphosphate sugars
D000248,Adenosine Kinase,adenosine kinase
D000249,Adenosine Monophosphate,adenosine 2'-phosphate
D000249,Adenosine Monophosphate,adenosine 3'-phosphate
D000249,Adenosine Monophosphate,adenosine phosphate disodium
D000249,Adenosine Monophosphate,adenosine monophosphate
D000249,Adenosine Monophosphate,phosphaden
D000249,Adenosine Monophosphate,adenosine 5'-phosphate
D000249,Adenosine Monophosphate,2'-adenylic acid
D000249,Adenosine Monophosphate,5'-adenylic acid
D000249,Adenosine Monophosphate,adenosine phosphate dipotassium
D000250,Adenosine Phosphosulfate,adenosine phosphosulfate
D000251,Adenosine Triphosphatases,dna-dependent adenosinetriphosphatases
D000251,Adenosine Triphosphatases,adenosine triphosphatases
D000251,Adenosine Triphosphatases,adenosinetriphosphatase
D000252,Calcium-Transporting ATPases,calcium-transporting atpases
D000254,Sodium-Potassium-Exchanging ATPase,sodium-potassium-exchanging atpase
D000255,Adenosine Triphosphate,striadyne
D000255,Adenosine Triphosphate,"adenosine triphosphate, chromium salt"
D000255,Adenosine Triphosphate,"adenosine triphosphate, manganese salt"
D000255,Adenosine Triphosphate,atriphos
D000255,Adenosine Triphosphate,"adenosine triphosphate, calcium salt"
D000255,Adenosine Triphosphate,"adenosine triphosphate, magnesium salt"
D000255,Adenosine Triphosphate,adenosine triphosphate
D000255,Adenosine Triphosphate,"adenosine triphosphate, chromium ammonium salt"
D000255,Adenosine Triphosphate,"adenosine triphosphate, magnesium chloride"
D000262,Adenylyl Cyclases,adenylyl cyclases
D000263,Adenylate Kinase,adenylate kinase
D000264,Adenylosuccinate Lyase,adenylosuccinate lyase
D000265,Adenylosuccinate Synthase,adenylosuccinate synthase
D000266,Adenylyl Imidodiphosphate,adenylyl imidodiphosphate
D000266,Adenylyl Imidodiphosphate,mg-5'-adenylylimidodiphosphate
D000269,Adhesives,glues
D000269,Adhesives,adhesives
D000269,Adhesives,"mucilages, adhesive"
D000272,Adipates,adipates
D000272,Adipates,adipic acids
D000276,"Adjuvants, Immunologic","adjuvants, immunologic"
D000277,"Adjuvants, Pharmaceutic","adjuvants, pharmaceutic"
D000278,"Administration, Buccal","administration, buccal"
D000279,"Administration, Cutaneous","administration, cutaneous"
D000279,"Administration, Cutaneous",percutaneous administration
D000279,"Administration, Cutaneous","administration, transcutaneous"
D000280,"Administration, Inhalation","administration, inhalation"
D000280,"Administration, Inhalation",drug aerosol therapy
D000280,"Administration, Inhalation",inhalation of drugs
D000281,"Administration, Intranasal","administration, intranasal"
D000282,"Administration, Intravaginal","administration, intravaginal"
D000282,"Administration, Intravaginal","instillation, vaginal"
D000283,"Administration, Intravesical",intravesical injection
D000283,"Administration, Intravesical","administration, intravesical"
D000283,"Administration, Intravesical","instillation, bladder"
D000284,"Administration, Oral","administration, oral"
D000285,"Administration, Rectal","administration, rectal"
D000286,"Administration, Sublingual","administration, sublingual"
D000287,"Administration, Topical","administration, topical"
D000301,Adosterol,np-59
D000301,Adosterol,ncl-6
D000301,Adosterol,adosterol
D000305,Adrenal Cortex Hormones,adrenal cortex hormones
D000316,Adrenergic alpha-Agonists,adrenergic alpha-agonists
D000317,Adrenergic alpha-Antagonists,adrenergic alpha-antagonists
D000318,Adrenergic beta-Agonists,adrenergic beta-agonists
D000319,Adrenergic beta-Antagonists,adrenergic beta-antagonists
D000322,Adrenergic Agonists,adrenergic agonists
D000323,Adrenochrome,adrenochrome
D000324,Adrenocorticotropic Hormone,adrenocorticotropic hormone
D000325,Adrenodoxin,adrenodoxin
D000331,Aequorin,aequorin
D000335,Aerosol Propellants,aerosol propellants
D000336,Aerosols,aerosols
D000338,beta-Aminoethyl Isothiourea,beta-aminoethylisothiuronium diperchlorate
D000338,beta-Aminoethyl Isothiourea,beta-aminoethylisothiuronium dihydrochloride
D000338,beta-Aminoethyl Isothiourea,beta-aminoethylisothiuronium dihydroiodide
D000338,beta-Aminoethyl Isothiourea,beta-aminoethylisothiuronium sulfate (1:1)
D000338,beta-Aminoethyl Isothiourea,beta-aminoethylisothiuronium monohydrobromide
D000338,beta-Aminoethyl Isothiourea,beta-aminoethylisothiuronium phosphate (1:1)
D000338,beta-Aminoethyl Isothiourea,beta-aminoethylisothiuronium diacetate
D000338,beta-Aminoethyl Isothiourea,beta-aminoethylisothiuronium dihydrobromide
D000338,beta-Aminoethyl Isothiourea,ixecur
D000338,beta-Aminoethyl Isothiourea,beta-aminoethyl isothiourea
D000345,Affinity Labels,affinity labels
D000348,Aflatoxins,aflatoxins
D000359,Aftercare,aftercare
D000359,Aftercare,postabortal programs
D000359,Aftercare,follow-up care
D000359,Aftercare,postabortion
D000362,Agar,agar
D000373,Agglutinins,agglutinins
D000376,Agmatine,agmatine
D000393,Air Pollutants,"air pollutants, environmental"
D000393,Air Pollutants,air pollutants
D000395,"Air Pollutants, Occupational","air pollutants, occupational"
D000396,"Air Pollutants, Radioactive","air pollutants, radioactive"
D000404,Ajmaline,gilurtymal
D000404,Ajmaline,ajmaline
D000404,Ajmaline,aritmina
D000404,Ajmaline,tachmalin
D000404,Ajmaline,cardiorythmine
D000404,Ajmaline,ajmaline hydrochloride
D000404,Ajmaline,serenol
D000404,Ajmaline,rauverid
D000408,Alamethicin,alamethicin
D000409,Alanine,abufène
D000409,Alanine,alanine
D000410,Alanine Transaminase,sgpt
D000410,Alanine Transaminase,alanine transaminase
D000411,Alanine Racemase,alanine racemase
D000412,Alanine-tRNA Ligase,alanine-trna ligase
D000418,Albumins,albumins
D000420,Albuterol,albuterol sulfate
D000420,Albuterol,albuterol
D000420,Albuterol,ventolin
D000420,Albuterol,sultanol
D000420,Albuterol,proventil
D000423,Alcian Blue,alcian blue
D000426,Alcohol Dehydrogenase,alcohol dehydrogenase
D000426,Alcohol Dehydrogenase,alcohol dehydrogenase i
D000426,Alcohol Dehydrogenase,yeast alcohol dehydrogenase
D000426,Alcohol Dehydrogenase,alcohol dehydrogenase ii
D000427,Alcohol Deterrents,alcohol deterrents
D000429,Alcohol Oxidoreductases,alcohol oxidoreductases
D000431,Ethanol,absolute alcohol
D000431,Ethanol,ethanol
D000432,Methanol,sodium methoxide
D000432,Methanol,methanol
D000433,1-Propanol,1-propanol
D000438,Alcohols,alcohols
D000439,Pentanols,pentanols
D000440,Butanols,butanols
D000441,Hexanols,amylcarbinols
D000441,Hexanols,hexanols
D000442,Octanols,octanols
D000443,Alcuronium,alloferin
D000443,Alcuronium,alcuronium
D000443,Alcuronium,alcuronium chloride
D000443,Alcuronium,dialferine
D000444,Aldehyde Dehydrogenase,aldehyde dehydrogenase
D000444,Aldehyde Dehydrogenase,aldehyde dehydrogenase e2
D000444,Aldehyde Dehydrogenase,aldehyde dehydrogenase e1
D000445,Aldehyde Oxidoreductases,aldehyde oxidoreductases
D000446,Aldehyde-Lyases,aldehyde-lyases
D000447,Aldehydes,aldehydes
D000448,Aldicarb,temik
D000448,Aldicarb,aldicarb
D000448,Aldicarb,"uc-21,149"
D000448,Aldicarb,"ent-27,093"
D000449,Aldehyde Reductase,xylose reductase
D000449,Aldehyde Reductase,aldose reductase ib
D000449,Aldehyde Reductase,aldose reductase ia
D000449,Aldehyde Reductase,erythrose reductase
D000449,Aldehyde Reductase,aldehyde reductase
D000450,Aldosterone,"aldosterone, (11 beta,17 alpha)-isomer"
D000450,Aldosterone,"aldosterone, (+-)-isomer"
D000450,Aldosterone,aldosterone
D000451,Mineralocorticoid Receptor Antagonists,mineralocorticoid receptor antagonists
D000451,Mineralocorticoid Receptor Antagonists,aldosterone antagonists
D000452,Aldrin,aldrin
D000452,Aldrin,isodrin
D000463,Algestone Acetophenide,algestone acetophenide
D000464,Alginates,calginat
D000464,Alginates,kalrostat
D000464,Alginates,sodium calcium alginate
D000464,Alginates,barium alginate
D000464,Alginates,alloid g
D000464,Alginates,alginates
D000464,Alginates,calcium alginate
D000464,Alginates,potassium alginate
D000464,Alginates,sodium alginate
D000464,Alginates,vocoloid
D000464,Alginates,xantalgin
D000464,Alginates,kalrostat 2
D000464,Alginates,kaltostat
D000464,Alginates,copper alginate
D000466,Alkadienes,alkadienes
D000466,Alkadienes,pentadienes
D000468,Alkalies,alkalies
D000469,Alkaline Phosphatase,alkaline phosphatase
D000470,Alkaloids,plant alkaloids
D000470,Alkaloids,alkaloids
D000473,Alkanes,alkanes
D000475,Alkenes,pentenes
D000475,Alkenes,alkenes
D000476,Alkanesulfonates,alkanesulfonates
D000477,Alkylating Agents,alkylating agents
D000479,Alkylmercury Compounds,alkylmercury compounds
D000480,Alkynes,alkynes
D000481,Allantoin,woun'dres
D000481,Allantoin,herpecin-l
D000481,Allantoin,sebical
D000481,Allantoin,allantoin
D000485,Allergens,allergens
D000487,Allethrins,allethrins
D000487,Allethrins,allethrin
D000492,Allophanate Hydrolase,allophanate hydrolase
D000493,Allopurinol,embarin
D000493,Allopurinol,purinol
D000493,Allopurinol,pureduct
D000493,Allopurinol,allural
D000493,Allopurinol,lopurin
D000493,Allopurinol,progout
D000493,Allopurinol,urosin
D000493,Allopurinol,xanthomax
D000493,Allopurinol,tipuric
D000493,Allopurinol,allopurinol
D000493,Allopurinol,xanturic
D000493,Allopurinol,remid
D000493,Allopurinol,allohexal
D000493,Allopurinol,zyloprim
D000493,Allopurinol,foligan
D000493,Allopurinol,roucol
D000493,Allopurinol,alloprin
D000493,Allopurinol,cellidrin
D000493,Allopurinol,zygout
D000493,Allopurinol,capurate
D000493,Allopurinol,apulonga
D000493,Allopurinol,caplenal
D000493,Allopurinol,hamarin
D000493,Allopurinol,allorin
D000493,Allopurinol,urtias
D000493,Allopurinol,uribenz
D000493,Allopurinol,bleminol
D000493,Allopurinol,allopurin
D000493,Allopurinol,novopurol
D000493,Allopurinol,milurit
D000493,Allopurinol,jenapurinol
D000493,Allopurinol,allpargin
D000493,Allopurinol,atisuril
D000493,Allopurinol,apurin
D000493,Allopurinol,uridocid
D000493,Allopurinol,rimapurinol
D000493,Allopurinol,uripurinol
D000493,Allopurinol,lysuron
D000496,Alloxan,alloxan
D000497,Alloys,alloys
D000498,Allyl Compounds,allyl compounds
D000499,Allylamine,allylamine
D000500,Allylestrenol,gestanon
D000500,Allylestrenol,turinal
D000500,Allylestrenol,allylestrenol
D000501,Allylglycine,allylglycine
D000502,Allylisopropylacetamide,allylisopropylacetamide
D000509,alpha-Fetoproteins,alpha-fetoproteins
D000510,Alpha-Globulins,alpha-globulins
D000511,alpha-Macroglobulins,alpha-macrofetoprotein
D000511,alpha-Macroglobulins,alpha 1-macroglobulin
D000511,alpha-Macroglobulins,alpha 2-acute phase globulins
D000511,alpha-Macroglobulins,alpha 1-acute phase protein
D000511,alpha-Macroglobulins,alpha-macroglobulins
D000511,alpha-Macroglobulins,alpha 1-acute phase globulin
D000511,alpha-Macroglobulins,slow alpha 2-macroglobulins
D000514,alpha 1-Antichymotrypsin,alpha 1-antichymotrypsin
D000515,alpha 1-Antitrypsin,zemaira
D000515,alpha 1-Antitrypsin,alpha 1-antitrypsin
D000515,alpha 1-Antitrypsin,prolastin
D000516,alpha-Amylases,alpha-amylases
D000516,alpha-Amylases,alpha-amylase bayer
D000516,alpha-Amylases,maxilase
D000516,alpha-Amylases,mégamylase
D000516,alpha-Amylases,taka-amylase a
D000517,alpha-Chlorohydrin,u-5897
D000517,alpha-Chlorohydrin,alpha-chlorohydrin
D000518,Eflornithine,rmi 71782
D000518,Eflornithine,ornidyl
D000518,Eflornithine,vaniqa
D000518,Eflornithine,eflornithine
D000518,Eflornithine,"eflornithine monohydrochloride, monohydrate"
D000518,Eflornithine,eflornithine hydrochloride
D000518,Eflornithine,"mdl-71,782 a"
D000519,alpha-Galactosidase,beano
D000519,alpha-Galactosidase,alpha-galactosidase
D000520,alpha-Glucosidases,alpha-glucosidases
D000520,alpha-Glucosidases,lysosomal alpha-glucosidase
D000520,alpha-Glucosidases,neutral alpha-glucosidase
D000521,alpha-MSH,acth (1-13)
D000521,alpha-MSH,acth (1-13)nh2
D000521,alpha-MSH,alpha-msh
D000522,Alphaprodine,alphaprodine hydrochloride
D000522,Alphaprodine,nisentil
D000522,Alphaprodine,alphaprodine
D000522,Alphaprodine,prodine
D000523,Algestone,algestone
D000525,Alprazolam,ralozam
D000525,Alprazolam,d-65mt
D000525,Alprazolam,kalma
D000525,Alprazolam,alprox
D000525,Alprazolam,"u-31,889"
D000525,Alprazolam,alprazolam
D000525,Alprazolam,apo-alpraz
D000525,Alprazolam,xanax
D000525,Alprazolam,nu-alpraz
D000525,Alprazolam,esparon
D000525,Alprazolam,cassadan
D000525,Alprazolam,tafil
D000525,Alprazolam,trankimazin
D000525,Alprazolam,novo-alprazol
D000526,Alprenolol,alprenolol hydrochloride
D000526,Alprenolol,h-56-28
D000526,Alprenolol,aptine
D000526,Alprenolol,alpheprol
D000526,Alprenolol,aptin
D000526,Alprenolol,alprenolol
D000526,Alprenolol,aptina
D000527,Alprostadil,alprostadil
D000527,Alprostadil,prostin vr
D000527,Alprostadil,edex
D000527,Alprostadil,muse
D000527,Alprostadil,vasaprostan
D000527,Alprostadil,caverject
D000527,Alprostadil,sugiran
D000527,Alprostadil,minprog
D000527,Alprostadil,viridal
D000529,Complementary Therapies,complementary medicine
D000529,Complementary Therapies,complementary therapies
D000529,Complementary Therapies,alternative medicine
D000529,Complementary Therapies,alternative therapies
D000530,Alfaxalone Alfadolone Mixture,alfatesine
D000530,Alfaxalone Alfadolone Mixture,alphathesin
